ID,Title,TitleKana,Version,Series,Author,Publisher,PublishYear,SizeInfo,ISBN,URL
R100000002-I030282429,スマートマテリアル総覧. 自己修復材料編,スマート マテリアル ソウラン,,,"日経BP総研, 日経Xtech 編",日経BP社 日経BPマーケティング (発売),2018,325p ; 31cm,978-4-296-10026-2,https://ndlsearch.ndl.go.jp/books/R100000002-I030282429
R100000002-I000010640174,車載センサの基礎 : パワートレーンから車両制御、安全まで. 2010,シャサイ センサ ノ キソ : パワー トレーン カラ シャリョウ セイギョ アンゼン マデ,,,日経automotive technology 編,日経BP社 日経BP出版センター (発売),2009,192p ; 28cm,978-4-8222-2190-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000010640174
R100000002-I029771293,バイオベンチャー大全 : The directory of biotech startups in Japan. 2019-2020,バイオベンチャー タイゼン : The directory of biotech startups in Japan,,,日経バイオテク 編,日経BP社 日経BPマーケティング (発売),2019,611p ; 27cm,978-4-296-10292-1,https://ndlsearch.ndl.go.jp/books/R100000002-I029771293
R100000002-I023896625,HEV/EV要素部品技術 Technologies for key components in HEV/EV : 車載電池、キャパシタ、補機、充電システム : カーエレクトロニクスの最前線. 2012-2013,HEV/EV ヨウソ ブヒン ギジュツ : カー エレクトロニクス ノ サイゼンセン,,,"日経Automotive Technology, 日経エレクトロニクス 共同編集 , 日経BP社 編",日経BP社,2012,CD-ROM 1枚 ; 12cm,978-4-8222-2749-4,https://ndlsearch.ndl.go.jp/books/R100000002-I023896625
R100000002-I000010301616,飲食店完全バイブル繁盛の掟A to Z,インショクテン カンゼン バイブル ハンジョウ ノ オキテA to Z,,,"中村新 著 , 日経レストラン編集部 編",日経BP社 日経BP出版センター (発売),2009,288p ; 21cm + CD-ROM1枚 (12cm),978-4-8222-3331-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000010301616
R100000002-I026759321,看護師特定行為研修まるわかりガイド,カンゴシ トクテイ コウイ ケンシュウ マルワカリ ガイド,,,日経メディカルAナーシング 執筆・編集,日経BP社 日経BPマーケティング (発売),2015,206p ; 26cm,978-4-8222-0021-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026759321
R100000002-I000010584453,低価格化/軽量化技術 : 軽いクルマを安く造る. 2010,テイカカクカ ケイリョウカ ギジュツ : カルイ クルマ オ ヤスク ツクル,,,"日経automotive technology, 日経ものづくり 共同編集",日経BP社 日経BP出版センター (発売),2009,266p ; 28cm,978-4-8222-2187-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000010584453
R100000002-I025181595,比較でわかるプロマネ技術,ヒカク デ ワカル プロマネ ギジュツ,,,"小浜耕己 著 , 日経SYSTEMS 編集",日経BP社 日経BPマーケティング (発売),2014,152p ; 24cm,978-4-8222-7710-9,https://ndlsearch.ndl.go.jp/books/R100000002-I025181595
R100000002-I000009785919,企業サイトランキング : 主要500社のWebサイトを検証. 2008,キギョウ サイト ランキング : シュヨウ 500シャ ノ Web サイト オ ケンショウ,,,日経パソコン編集 編,日経BP社 日経BP出版センター (発売),2008,301p ; 31cm + CD-ROM1枚 (12cm),978-4-8222-3391-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000009785919
R100000002-I024312328,最新「情報」ハンドブック : クラウドサービスで学ぶ,サイシン 「 ジョウホウ 」 ハンドブック : クラウド サービス デ マナブ,,,日経パソコン編集 編,日経BP社 日経BPマーケティング (発売),2013,98p ; 26cm,978-4-8222-6971-5,https://ndlsearch.ndl.go.jp/books/R100000002-I024312328
R100000002-I027284078,学生のための「情報」基礎 : クラウドサービスで学ぶ,ガクセイ ノ タメ ノ 「 ジョウホウ 」 キソ : クラウド サービス デ マナブ,第2版,,,日経BP社 日経BPマーケティング (発売),2016,82p ; 26cm,978-4-8222-3645-8,https://ndlsearch.ndl.go.jp/books/R100000002-I027284078
R100000002-I000009190938,企業サイトランキング : 主要500社のWebサイトを検証. 2007,キギョウ サイト ランキング : シュヨウ 500シャ ノ Web サイト オ ケンショウ,,,日経パソコン編集 編,日経BP社 日経BP出版センター (発売),2007,302p ; 31cm + CD-ROM1枚 (12cm),978-4-8222-3381-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000009190938
R100000002-I000010120510,あなたは社員から求められていますか? : 名ばかり社長,アナタ ワ シャイン カラ モトメラレテイマスカ : ナバカリ シャチョウ,,日経ビジネス人文庫 ; 491,日経ビジネス 編,日本経済新聞出版社,2009,264p ; 15cm,978-4-532-19491-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000010120510
R100000002-I027772062,治療薬インデックス. 2017,チリョウヤク インデックス,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2016,815p ; 19cm,978-4-8222-3953-4,https://ndlsearch.ndl.go.jp/books/R100000002-I027772062
R100000002-I029203041,ホントは防げる欠陥住宅,ホント ワ フセゲル ケッカン ジュウタク,,,"長井良至 著 , 日経ホームビルダー 編",日経BP社 日経BPマーケティング (発売),2018,223p ; 21cm,978-4-296-10022-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029203041
R100000002-I000009190936,企業サイトランキング : 主要500社のWebサイトを検証. 2007,キギョウ サイト ランキング : シュヨウ 500シャ ノ Web サイト オ ケンショウ,,,日経パソコン編集 編,日経BP社 日経BP出版センター (発売),2007,302p ; 31cm,978-4-8222-3378-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000009190936
R100000002-I029272299,次世代エンジン2030 : EV超える七大潮流を徹底解説,ジセダイ エンジン 2030 : EV コエル ナナダイ チョウリュウ オ テッテイ カイセツ,,,日経Automotive 編,日経BP社 日経BPマーケティング (発売),2018,247p ; 28cm,978-4-296-10029-3,https://ndlsearch.ndl.go.jp/books/R100000002-I029272299
R100000002-I027804628,社長のための経営ハンドブック. 2017年版,シャチョウ ノ タメ ノ ケイエイ ハンドブック,,,日経トップリーダー 編,日経BP社 日経BPマーケティング (発売),2016,246p ; 26cm,978-4-8222-3586-4,https://ndlsearch.ndl.go.jp/books/R100000002-I027804628
R100000002-I030313472,医師のお作法123 : 病院ではコレが常識!,イシ ノ オサホウ ヒャクニジュウサン : ビョウイン デワ コレ ガ ジョウシキ,,Cadetto Books,日経メディカル 編,日経BP 日経BPマーケティング (発売),2020,239p ; 21cm,978-4-296-10566-3,https://ndlsearch.ndl.go.jp/books/R100000002-I030313472
R100000002-I027272900,スマートフォン時代の消費と広告意識調査 データで見る最新コンシューマーレポート. 2016,スマートフォン ジダイ ノ ショウヒ ト コウコク イシキ チョウサ データ デ ミル サイシン コンシューマー レポート,,,日経デジタルマーケティング 編,日経BP社,2016,CD-ROM 1枚 ; 12cm + 解説書 1枚 (18cm),978-4-8222-3554-3,https://ndlsearch.ndl.go.jp/books/R100000002-I027272900
R100000002-I026235725,ネット利用者の消費と意識調査 データで見るデジタル時代のコンシューマーレポート,ネット リヨウシャ ノ ショウヒ ト イシキ チョウサ データ デ ミル デジタル ジダイ ノ コンシューマー レポート,プレミアム版,,日経デジタルマーケティング 編,日経BP社,2015,CD-ROM 1枚 ; 12cm + データCDの使い方 1枚,978-4-8222-2537-7,https://ndlsearch.ndl.go.jp/books/R100000002-I026235725
R100000002-I030352225,東京大改造マップ 開発プロジェクトデータ集. 2020年版,トウキョウ ダイ カイゾウ マップ カイハツ プロジェクトデータシュウ,,,日経アーキテクチュア 編,日経BP 日経BPマーケティング (発売),2020,CD-ROM 1枚 ; 12cm + 地図 1枚,978-4-296-10601-1,https://ndlsearch.ndl.go.jp/books/R100000002-I030352225
R100000002-I029506971,ロハス工学 = LOHAS ENGINEERING,ロハス コウガク,,,"日本大学工学部・ロハス工学編集委員会, 日経BP社 編集",日経BP社 日経BPマーケティング (発売),2019,308p ; 21cm,978-4-296-10192-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029506971
R100000002-I028616954,MAZDA DESIGN : DESIGN BRANDING BUSINESS,マツダ デザイン : デザイン ブランディング ビジネス,,,"日経デザイン, 廣川淳哉 編著",日経BP社 日経BPマーケティング (発売),2017,223p ; 21cm,978-4-8222-3598-7,https://ndlsearch.ndl.go.jp/books/R100000002-I028616954
R100000002-I024006756,平田晃久+吉村靖孝,ヒラタ アキヒサ プラス ヨシムラ ヤスタカ,,NA建築家シリーズ ; 06,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2012,279p ; 26cm,978-4-8222-7458-0,https://ndlsearch.ndl.go.jp/books/R100000002-I024006756
R100000002-I027284100,次世代自動車. 2016,ジセダイ ジドウシャ,,,"日経ビジネス, 日経Automotive, 日経エレクトロニクス 編",日経BP社 日経BPマーケティング (発売),2016,275p ; 28cm + CD-ROM 1枚 (12cm),978-4-8222-3718-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027284100
R100000002-I027583032,オムニチャネル&O2Oの教科書,オムニ チャネル アンド オーツーオー ノ キョウカショ,,,日経デジタルマーケティング 編,日経BP社 日経BPマーケティング (発売),2016,261p ; 19cm,978-4-8222-3582-6,https://ndlsearch.ndl.go.jp/books/R100000002-I027583032
R100000002-I031868101,建築意匠権対策マニュアル,ケンチク イショウケン タイサク マニュアル,,,"池谷和浩, 日経アーキテクチュア 編著",日経BP 日経BPマーケティング,2021,254p ; 21cm,978-4-296-11138-1,https://ndlsearch.ndl.go.jp/books/R100000002-I031868101
R100000002-I031701293,世界を変える100の技術 : 日経テクノロジー展望2022,セカイ オ カエル ヒャク ノ ギジュツ : ニッケイ テクノロジー テンボウ ニセンニジュウニ,,,日経BP 編,日経BP 日経BPマーケティング,2021,318p ; 21cm,978-4-296-00040-1,https://ndlsearch.ndl.go.jp/books/R100000002-I031701293
R100000002-I000011054776,なぜなぜ分析実践編,ナゼ ナゼ ブンセキ ジッセンヘン,,,"小倉仁志 著 , 日経情報ストラテジー 編",日経BP社 日経BPマーケティング (発売),2010,187p ; 21cm,978-4-8222-3037-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000011054776
R100000002-I026788529,日経DIクイズBEST100,ニッケイ ディーアイ クイズ ベスト ヒャク,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2015,223p ; 26cm,978-4-8222-0017-6,https://ndlsearch.ndl.go.jp/books/R100000002-I026788529
R100000002-I025461962,日経不動産マーケット情報これからできる大規模オフィスビル調査データ 2014,ニッケイ フドウサン マーケット ジョウホウ コレカラ デキル ダイキボ オフィス ビル チョウサ データ,,,日経不動産マーケット情報 編,日経BP社,2014,CD-ROM 1枚 ; 12cm,978-4-8222-6093-4,https://ndlsearch.ndl.go.jp/books/R100000002-I025461962
R100000002-I026417312,カンファレンスで学ぶ臨床推論の技術,カンファレンス デ マナブ リンショウ スイロン ノ ギジュツ,,,"野口善令 監修 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2015,218p ; 28cm,978-4-8222-0000-8,https://ndlsearch.ndl.go.jp/books/R100000002-I026417312
R100000002-I000011022789,トヨタ流の教科書. 企業編,トヨタリュウ ノ キョウカショ,,,日経ものづくり [編],日経BP社 日経BP出版センター (発売),2009,220p ; 28cm,978-4-8222-3112-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000011022789
R100000002-I029591549,東京大改造マップ 開発プロジェクトデータ集. 2019年版,トウキョウ ダイ カイゾウ マップ カイハツ プロジェクト データシュウ,,,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2019,CD-ROM 1枚 ; 12cm + 地図 1枚,978-4-296-10261-7,https://ndlsearch.ndl.go.jp/books/R100000002-I029591549
R100000002-I026078616,異種材料接合 : 「何でもくっつける」技術が設計を変える,イシュ ザイリョウ セツゴウ : 「 ナンデモ クッツケル 」 ギジュツ ガ セッケイ オ カエル,,,日経ものづくり 編,日経BP社 日経BPマーケティング (発売),2014,259p ; 28cm,978-4-8222-7647-8,https://ndlsearch.ndl.go.jp/books/R100000002-I026078616
R100000002-I027756872,決済の黒船 : Apple Pay,ケッサイ ノ クロフネ : アップル ペイ,,,"鈴木淳也 著 , 日経FinTech 編",日経BP社 日経BPマーケティング (発売),2016,183p ; 19cm,978-4-8222-3918-3,https://ndlsearch.ndl.go.jp/books/R100000002-I027756872
R100000002-I030514542,ニューノーマル時代のビジネス革命,ニュー ノーマル ジダイ ノ ビジネス カクメイ,,,"日経クロストレンド, 藤元健太郎 著",日経BP 日経BPマーケティング (発売),2020,287p ; 19cm,978-4-296-10708-7,https://ndlsearch.ndl.go.jp/books/R100000002-I030514542
R100000002-I024519667,経営者とは : 稲盛和夫とその門下生たち,ケイエイシャ トワ : イナモリ カズオ ト ソノ モンカセイタチ,,,日経トップリーダー 編,日経BP社 日経BPマーケティング (発売),2013,206p ; 20cm,978-4-8222-6449-9,https://ndlsearch.ndl.go.jp/books/R100000002-I024519667
R100000002-I000011210129,ヤマハルーターで挑戦企業ネットをじぶんで作ろう,ヤマハ ルーター デ チョウセン キギョウ ネット オ ジブン デ ツクロウ,,,"谷山亮治 著 , 日経NETWORK 編",日経BP社 日経BPマーケティング (発売),2011,253p ; 24cm,978-4-8222-6768-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000011210129
R100000002-I029777485,消費トレンド総覧2030 = Consumer trends 2030,ショウヒ トレンド ソウラン 2030,,,"D4DR Future Perspective Research Center 著 , 日経クロストレンド 編",日経BP社,2019,437p ; 30cm,978-4-296-10321-8,https://ndlsearch.ndl.go.jp/books/R100000002-I029777485
R100000002-I023959101,有機エレクトロニクス : 離陸するプリンテッド・エレクトロニクス : 2012-2013,ユウキ エレクトロニクス : リリクスル プリンテッド ・ エレクトロニクス : 2012-2013,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2012,201p ; 28cm,978-4-8222-6588-5,https://ndlsearch.ndl.go.jp/books/R100000002-I023959101
R100000002-I000011158603,シンプルプレゼン,シンプル プレゼン,,,"ガー・レイノルズ 著 , 日経ビジネスアソシエ 編",日経BP社 日経BPマーケティング (発売),2011,143p ; 23cm + DVD-Video1枚 12cm,978-4-8222-3054-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000011158603
R100000002-I027567173,100の失敗事例に学ぶ設計・施工トラブルの防ぎ方,ヒャク ノ シッパイ ジレイ ニ マナブ セッケイ セコウ トラブル ノ フセギカタ,,,日経コンストラクション 編,日経BP社 日経BPマーケティング (発売),2016,246p ; 28cm,978-4-8222-3518-5,https://ndlsearch.ndl.go.jp/books/R100000002-I027567173
R100000002-I026439377,医者のひみつ,イシャ ノ ヒミツ,,日経メディカルCadetto愛蔵版,日経メディカルCadetto 編集,日経BP社 日経BPマーケティング (発売),2015,247p ; 28cm,978-4-8222-0012-1,https://ndlsearch.ndl.go.jp/books/R100000002-I026439377
R100000002-I025884086,店長の教科書 : 繁盛店の実例で学ぶ,テンチョウ ノ キョウカショ : ハンジョウテン ノ ジツレイ デ マナブ,,,日経レストラン 編,日経BP社 日経BPマーケティング (発売),2014,191p ; 19cm,978-4-8222-7341-5,https://ndlsearch.ndl.go.jp/books/R100000002-I025884086
R100000002-I023554971,日建設計,ニッケン セッケイ,,NA建築家シリーズ ; 05,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2012,303p ; 26cm,978-4-8222-6699-8,https://ndlsearch.ndl.go.jp/books/R100000002-I023554971
R100000002-I024735900,"分解大全. 2 (人気機器の魅力を""内部""から迫る)",ブンカイ タイゼン,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2013,222p ; 28cm,978-4-8222-7673-7,https://ndlsearch.ndl.go.jp/books/R100000002-I024735900
R100000002-I000011226365,有機EL最前線 : パネル、照明から材料、プロセス、駆動まで,ユウキ EL サイゼンセン : パネル ショウメイ カラ ザイリョウ プロセス クドウ マデ,,,日経BP社ディスプレイ取材班 編,日経BP社 日経BPマーケティング (発売),2011,182p ; 28cm,978-4-8222-6557-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000011226365
R100000002-I031336905,見る読む分かるIT&デジタル重要キーワード,ミル ヨム ワカル アイティー アンド デジタル ジュウヨウ キー ワード,,,日経パソコン 編,日経BP 日経BPマーケティング,2021,176p ; 21cm,978-4-296-10928-9,https://ndlsearch.ndl.go.jp/books/R100000002-I031336905
R100000002-I032975024,炎上させない介護トラブル対応パーフェクトガイド,エンジョウ サセナイ カイゴ トラブル タイオウ パーフェクト ガイド,,,"山田滋 著 , 日経ヘルスケア 編",日経BP 日経BPマーケティング,2023,246p ; 28cm,978-4-296-20277-5,https://ndlsearch.ndl.go.jp/books/R100000002-I032975024
R100000002-I000010056362,NTTの深謀 : 知られざる通信再編成を巡る闘い,NTT ノ シンボウ : シラレザル ツウシン サイヘンセイ オ メグル タタカイ,,,日経コミュニケーション 編,日経BP社 日経BP出版センター (発売),2009,213p ; 20cm,978-4-8222-1082-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000010056362
R100000002-I026439371,ユニバーサルデザインの教科書 = Textbook for Universal Design,ユニバーサル デザイン ノ キョウカショ,第3版,,"中川聰 監修 , 日経デザイン 編",日経BP社 日経BPマーケティング (発売),2015,239p ; 21cm,978-4-8222-3501-7,https://ndlsearch.ndl.go.jp/books/R100000002-I026439371
R100000002-I025133989,JavaScript教科書 : 文法の基礎とプログラミングの実践的知識,ジャヴァ スクリプト キョウカショ : ブンポウ ノ キソ ト プログラミング ノ ジッセンテキ チシキ,,I/O BOOKS,"片山幸雄 著 , I O編集部 編集",工学社,2014,159p ; 26cm,978-4-7775-1812-8,https://ndlsearch.ndl.go.jp/books/R100000002-I025133989
R100000002-I029494094,エマージェンシー臨床推論,エマージェンシー リンショウ スイロン,,,"望月礼子 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2019,231p ; 21cm,978-4-296-10171-9,https://ndlsearch.ndl.go.jp/books/R100000002-I029494094
R100000002-I024711357,半導体ストレージ. 2014,ハンドウタイ ストレージ,,,"日経BP半導体リサーチ, 日経エレクトロニクス 編",日経BP社 日経BPマーケティング (発売),2013,247p ; 28cm,978-4-8222-7850-2,https://ndlsearch.ndl.go.jp/books/R100000002-I024711357
R100000002-I024617293,トヨタ自動車「プリウスPHV」,トヨタ ジドウシャ 「 プリウス PHV 」,,最新型車分解レポート ; 2013,"ベンチマーキングセンター利活用協議会 著 , 日経Automotive Technology 編",日経BP社,2013,110枚 ; 31cm,978-4-8222-7507-5,https://ndlsearch.ndl.go.jp/books/R100000002-I024617293
R100000002-I027845675,"創造する会社 : 成功する""身の丈イノベーション""の進め方",ソウゾウ スル カイシャ : セイコウ スル ミ ノ タケ イノベーション ノ ススメカタ,,,日経デザイン 編,日経BP社 日経BPマーケティング (発売),2017,223p ; 21cm,978-4-8222-3594-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027845675
R100000002-I026358145,情報リテラシー入門. 2015年版,ジョウホウ リテラシー ニュウモン,,,"日経BP社 編 , 平田浩一 ほか著",日経BP社 日経BPマーケティング (発売),2015,202p ; 26cm,978-4-8222-9208-9,https://ndlsearch.ndl.go.jp/books/R100000002-I026358145
R100000002-I000009201960,プロフェッショナル・エンジニア : ものづくりをリードする人びと,プロフェッショナル エンジニア : モノズクリ オ リードスル ヒトビト,,日経ものづくりの本,日経ものづくり 著,日経BP社 日経BP出版センター (発売),2007,405p ; 21cm,978-4-8222-3102-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000009201960
R100000002-I026008368,ユーザーのためのシステム開発の見積もり評価,ユーザー ノ タメ ノ システム カイハツ ノ ミツモリ ヒョウカ,,,"初田賢司 著 , 日経SYSTEMS 編集",日経BP社 日経BPマーケティング (発売),2015,143p ; 21cm,978-4-8222-7735-2,https://ndlsearch.ndl.go.jp/books/R100000002-I026008368
R100000002-I025028204,治療薬インデックス. 2014,チリョウヤク インデックス,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2013,805p ; 16cm,978-4-8222-3171-2,https://ndlsearch.ndl.go.jp/books/R100000002-I025028204
R100000002-I026961785,治療薬インデックス. 2016,チリョウヤク インデックス,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2015,807p ; 19cm,978-4-8222-0079-4,https://ndlsearch.ndl.go.jp/books/R100000002-I026961785
R100000002-I029637192,カリスマ失墜 : ゴーン帝国の20年,カリスマ シッツイ : ゴーン テイコク ノ ニジュウネン,,,日経ビジネス 編,日経BP 日経BPマーケティング (発売),2019,359p ; 19cm,978-4-296-10259-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029637192
R100000002-I000010911710,"電子書籍のすべて : iPad,Kindle,Reader…ビジネスから技術まで",デンシ ショセキ ノ スベテ : iPad Kindle Reader ビジネス カラ ギジュツ マデ,,Nikkei electronics books,日経エレクトロニクス 編,日経BP社 日経BP出版センター (発売),2010,231p ; 28cm,978-4-8222-0287-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000010911710
R100000002-I027038679,接着技術ノウハウ Adhesive technology : 技術者のための実務教科書. 基礎編,セッチャク ギジュツ ノウハウ : ギジュツシャ ノ タメ ノ ジツム キョウカショ,,,"若林一民 著 , 日経ものづくり 編",日経BP社,2015,CD-ROM 1枚 ; 12cm + 説明書 1枚,978-4-8222-3706-6,https://ndlsearch.ndl.go.jp/books/R100000002-I027038679
R100000002-I030424665,日経不動産マーケット情報これからできる大規模オフィスビル調査データ 2020,ニッケイ フドウサン マーケット ジョウホウ コレカラ デキル ダイキボ オフィス ビル チョウサ データ,,,日経不動産マーケット情報 編,日経BP,2020,CD-ROM 1枚 ; 12cm,978-4-296-10661-5,https://ndlsearch.ndl.go.jp/books/R100000002-I030424665
R100000002-I025884093,中村修二劇場 = The Story of Shuji Nakamura,ナカムラ シュウジ ゲキジョウ,,,日経BP社特別編集班 編,日経BP社 日経BPマーケティング (発売),2014,295p ; 19cm,978-4-8222-7646-1,https://ndlsearch.ndl.go.jp/books/R100000002-I025884093
R100000002-I028664791,終末期医療のエビデンス,シュウマツキ イリョウ ノ エビデンス,,,"Stephen J.McPhee, Margaret A.Winker, Michael W.Rabow, Steven Z.Pantilat, Amy J.Markowitz 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2017,675p ; 28cm,978-4-8222-3959-6,https://ndlsearch.ndl.go.jp/books/R100000002-I028664791
R100000002-I000010842013,伊東豊雄,イトウ トヨオ,,NA建築家シリーズ ; 01,日経アーキテクチュア 編,日経BP社 日経BP出版センター (発売),2010,303p ; 26cm,978-4-8222-6674-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000010842013
R100000002-I029796677,日経DIクイズ. 呼吸器疾患篇,ニッケイ ディーアイ クイズ,,,"日経ドラッグインフォメーション 編集 , 笹嶋勝 クイズ監修",日経BP 日経BPマーケティング (発売),2019,199p ; 26cm,978-4-296-10298-3,https://ndlsearch.ndl.go.jp/books/R100000002-I029796677
R100000002-I032074429,現場で役立つ薬局業務ガイドブック,ゲンバ デ ヤクダツ ヤッキョク ギョウム ガイドブック,改訂版,,日経ドラッグインフォメーション 編集,日経BP 日経BPマーケティング,2022,263p ; 26cm,978-4-296-11207-4,https://ndlsearch.ndl.go.jp/books/R100000002-I032074429
R100000002-I026857781,謎解き!橋の維持・補修 : 老朽橋探偵と学ぶ,ナゾトキ ハシ ノ イジ ホシュウ : ロウキュウキョウ タンテイ ト マナブ,,,日経コンストラクション 編,日経BP社 日経BPマーケティング (発売),2015,222p ; 21cm,978-4-8222-0054-1,https://ndlsearch.ndl.go.jp/books/R100000002-I026857781
R100000002-I029580490,検証|平成建築史,ケンショウ ヘイセイ ケンチクシ,,,"内藤廣, 日経アーキテクチュア 著 , 日経アーキテクチュア 編",日経BP社 日経BPマーケティング (発売),2019,319p ; 26cm,978-4-296-10217-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029580490
R100000002-I027976373,クリエイターが「独立」を考えたとき最初に読む本,クリエイター ガ ドクリツ オ カンガエタ トキ サイショ ニ ヨム ホン,,,日経デザイン 編,日経BP社 日経BPマーケティング (発売),2017,231p ; 21cm,978-4-8222-3596-3,https://ndlsearch.ndl.go.jp/books/R100000002-I027976373
R100000002-I000010911578,隈研吾,クマ ケンゴ,,NA建築家シリーズ ; 02,日経アーキテクチュア 編,日経BP社 日経BP出版センター (発売),2010,303p ; 26cm,978-4-8222-6679-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000010911578
R100000002-I024111532,菊竹清訓巡礼 = The trip to KIYONORI KIKUTAKE,キクタケ キヨノリ ジュンレイ,,,"磯達雄 文 , 宮沢洋 イラスト , 日経アーキテクチュア 編",日経BP社 日経BPマーケティング (発売),2012,215p ; 21cm,978-4-8222-7462-7,https://ndlsearch.ndl.go.jp/books/R100000002-I024111532
R100000002-I026816912,医療事故を減らす技術,イリョウ ジコ オ ヘラス ギジュツ,,,"Robert M.Wachter 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2015,373p ; 26cm,978-4-8222-0002-2,https://ndlsearch.ndl.go.jp/books/R100000002-I026816912
R100000002-I028127612,稼げる農業 : AIと人材がここまで変える,カセゲル ノウギョウ : エーアイ ト ジンザイ ガ ココマデ カエル,,,日経ビジネス 編,日経BP社 日経BPマーケティング (発売),2017,222p ; 18cm,978-4-8222-3694-6,https://ndlsearch.ndl.go.jp/books/R100000002-I028127612
R100000002-I033155751,Pythonで学ぶアルゴリズム&改良テクニック,パイソン デ マナブ アルゴリズム アンド カイリョウ テクニック,,,"矢沢久雄 著 , 日経ソフトウエア 編",日経BP 日経BPマーケティング,2023,236p ; 21cm,978-4-296-20328-4,https://ndlsearch.ndl.go.jp/books/R100000002-I033155751
R100000002-I000011208704,低価格化/軽量化技術 : 新興国で造る、汎用素材を生かす. 2011,テイカカクカ ケイリョウカ ギジュツ : シンコウコク デ ツクル ハンヨウ ソザイ オ イカス,,,"日経Automotive Technology, 日経ものづくり 共同編集",日経BP社 日経BPマーケティング (発売),2010,225p ; 28cm,978-4-8222-2198-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000011208704
R100000002-I030009517,世界を戦慄させるチャイノベーション : CHINA+INNOVATION,セカイ オ センリツ サセル チャイノベーション : チャイナ プラス イノヴェーション,,,日経ビジネス 編,日経BP 日経BPマーケティング (発売),2019,245p ; 19cm,978-4-296-10352-2,https://ndlsearch.ndl.go.jp/books/R100000002-I030009517
R100000002-I000011246954,半導体ストレージ : 次世代記憶装置の最新動向-速く、軽く、堅牢に. 2012,ハンドウタイ ストレージ : ジセダイ キオク ソウチ ノ サイシン ドウコウ - ハヤク カルク ケンロウ ニ,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2011,239p ; 28cm,978-4-8222-6558-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000011246954
R100000002-I024458396,自動運転と衝突防止技術 Automatic driving and active safety technologies : カーエレクトロニクスの最前線. 2013-2014,ジドウ ウンテン ト ショウトツ ボウシ ギジュツ : カー エレクトロニクス ノ サイゼンセン,,,"日経Automotive Technology, 日経エレクトロニクス 共同編集",日経BP社,2013,CD-ROM 1枚 ; 12cm + 目次 1枚,978-4-8222-7668-3,https://ndlsearch.ndl.go.jp/books/R100000002-I024458396
R100000002-I025418554,東京大改造マップ2020 開発プロジェクトデータ集,トウキョウ ダイ カイゾウ マップ 2020 カイハツ プロジェクト データ シュウ,,,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2014,CD-ROM 1枚 ; 12cm + 主要エリアポイントマップ (16p ; 17cm) + 大規模開発プロジェクト全図 1枚,978-4-8222-7488-7,https://ndlsearch.ndl.go.jp/books/R100000002-I025418554
